show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,primary_genre
s6001,21 & Over,"Jon Lucas, Scott Moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",United States,2019-04-16 00:00:00,2013,R,93 min,Comedies,Comedies
s6003,2307: Winter's Dream,Joey Curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",United States,2018-03-01 00:00:00,2016,TV-MA,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",Action & Adventure
s6004,24 Hours to Live,Brian Smrz,"Ethan Hawke, Xu Qing, Paul Anderson, Rutger Hauer, Tyrone Keogh, Nathalie Boltt, Liam Cunningham",South Africa,2018-04-07 00:00:00,2017,R,93 min,Action & Adventure,Action & Adventure
s6005,"27, el club de los malditos",Nicanor Loreti,"Diego Capusotto, Sofía Gala, Daniel Aráoz, Willy Toledo, El Polaco, Paula Manzone, Yayo Guridi, Guillermo Toledo",Argentina,2018-05-01 00:00:00,2018,TV-MA,82 min,"Action & Adventure, Comedies",Action & Adventure
s6006,27: Gone Too Soon,Simon Napier-Bell,"Janis Joplin, Jimi Hendrix, Amy Winehouse, Jim Morrison, Kurt Cobain",United Kingdom,2018-05-01 00:00:00,2017,TV-MA,70 min,Documentaries,Documentaries
s6007,28 Days,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste",United States,2020-09-30 00:00:00,2000,PG-13,104 min,"Comedies, Dramas",Comedies
s6008,3 Deewarein,Nagesh Kukunoor,"Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas",Unknown,2019-12-31 00:00:00,2003,TV-MA,121 min,"Dramas, Thrillers",Dramas
s6009,3 Generations,Gaby Dellal,"Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson",United States,2017-08-28 00:00:00,2015,PG-13,92 min,"Dramas, LGBTQ Movies",Dramas
s6010,3 Heroines,Iman Brotoseno,"Reza Rahadian, Bunga Citra Lestari, Tara Basro, Chelsea Islan",Indonesia,2019-01-05 00:00:00,2016,TV-PG,124 min,"Dramas, Sports Movies",Dramas
s6011,3 Seconds Divorce,Shazia Javed,Unknown,Canada,2019-06-15 00:00:00,2018,TV-PG,53 min,"Documentaries, Faith & Spirituality",Documentaries
s6012,30 Days of Luxury,Hani Hamdi,"Taher Farouz, Sad Al-Saghir, Ahmad Faloks, Soleiman Eid, Mahmood El-Laithi, Hesham Ismail, Shaima Saif, Nermin Maher, Sofinar",Egypt,2019-04-18 00:00:00,2016,TV-14,91 min,Comedies,Comedies
s6013,30 Minutes or Less,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",United States,2021-01-01 00:00:00,2011,R,83 min,"Action & Adventure, Comedies",Action & Adventure
s6014,300 Miles to Heaven,Maciej Dejczer,"Krzysztof Stroiński, Andrzej Mellin, Adrianna Biedrzyńska, Adrianna Biedrzyńska, Rafał Zimowski, Kama Kowalewska, Wiesław Komasa, Aleksander Bednarz, Jadwiga Jankowska-Cieslak, Wojciech Klata",Denmark,2019-10-01 00:00:00,1989,TV-14,93 min,Dramas,Dramas
s6015,42 Grams,Jack C. Newell,Jake Bickelhaupt,United States,2018-02-01 00:00:00,2017,TV-MA,81 min,Documentaries,Documentaries
s6016,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",United States,2016-05-05 00:00:00,2015,Not Rated,86 min,"Comedies, LGBTQ Movies",Comedies
s6017,5 Cowok Jagoan,Anggy Umbara,"Ario Bayu, Arifin Putra, Dwi Sasono, Muhadkly Acho, Cornelio Sunny, Tika Bravani, Nirina Zubir, Ganindra Bimo, Verdi Solaiman",Unknown,2019-01-05 00:00:00,2017,TV-MA,106 min,"Action & Adventure, Comedies",Action & Adventure
s6018,5 to 7,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",United States,2017-03-16 00:00:00,2014,R,97 min,"Comedies, Dramas, Romantic Movies",Comedies
s6019,50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",United States,2020-12-01 00:00:00,2004,PG-13,99 min,"Comedies, Romantic Movies",Comedies
s6020,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",United States,2019-06-01 00:00:00,2011,R,100 min,"Comedies, Dramas, Independent Movies",Comedies
s6021,5CM,Rizal Mantovani,"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,2018-09-28 00:00:00,2012,TV-14,126 min,Dramas,Dramas
s6022,6 Days,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott",New Zealand,2018-02-08 00:00:00,2017,R,94 min,"Action & Adventure, Dramas",Action & Adventure
s6023,6-5=2,Bharat Jain,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,2017-11-01 00:00:00,2014,TV-MA,103 min,"Horror Movies, Thrillers",Horror Movies
s6024,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,2019-09-01 00:00:00,2017,R,96 min,"Comedies, Independent Movies, Thrillers",Comedies
s6026,7 Din Mohabbat In,"Meenu Gaur, Farjad Nabi","Mahira Khan, Sheheryar Munawar, Javed Sheikh, Hina Dilpazeer, Amna Ilyas, Mira Sethi, Rimal Ali, Salahuddin Tunio, Aamir Qureshi, Adnan Shah",Pakistan,2019-05-15 00:00:00,2018,TV-PG,137 min,"Comedies, Music & Musicals",Comedies
s6028,A Bad Moms Christmas,"Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Susan Sarandon, Christine Baranski, Jay Hernandez, Cheryl Hines, Peter Gallagher, Justin Hartley",United States,2020-02-14 00:00:00,2017,R,104 min,Comedies,Comedies
s6029,A Billion Colour Story,Padmakumar Narasimhamurthy,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",India,2018-04-01 00:00:00,2016,TV-14,104 min,"Dramas, Independent Movies",Dramas
s6030,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",United States,2018-01-15 00:00:00,2016,PG,94 min,"Dramas, Sci-Fi & Fantasy",Dramas
s6031,A Bridge Too Far,Richard Attenborough,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox, Elliott Gould, Gene Hackman, Anthony Hopkins, Hardy Krüger, Laurence Olivier, Ryan O'Neal, Robert Redford, Maximilian Schell, Liv Ullmann",United States,2020-07-01 00:00:00,1977,PG,176 min,"Action & Adventure, Classic Movies, Dramas",Action & Adventure
s6032,A Clockwork Orange,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke, Adrienne Corri, Paul Farrell, Miriam Karlin, James Marcus",United Kingdom,2020-11-01 00:00:00,1971,R,137 min,"Classic Movies, Cult Movies, Dramas",Classic Movies
s6033,A Dangerous Woman,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",United States,2018-04-01 00:00:00,1993,R,101 min,"Dramas, Romantic Movies",Dramas
s6034,A Family Affair,Tom Fassaert,Tom Fassaert,Netherlands,2016-10-16 00:00:00,2015,TV-PG,111 min,Documentaries,Documentaries
s6035,A Family Man,Mark Williams,"Gerard Butler, Gretchen Mol, Alison Brie, Willem Dafoe, Alfred Molina, Maxwell Jenkins, Anupam Kher, Dustin Milligan",Canada,2019-12-15 00:00:00,2016,R,110 min,Dramas,Dramas
s6036,A Flying Jatt,Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",India,2017-11-15 00:00:00,2016,TV-14,142 min,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure
s6037,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",United States,2018-07-15 00:00:00,2012,R,86 min,"Comedies, Independent Movies",Comedies
s6039,A Gray State,Erik Nelson,Unknown,United States,2017-12-25 00:00:00,2017,TV-MA,93 min,Documentaries,Documentaries
s6040,A Haunted House,Michael Tiddes,"Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner, Dave Sheridan, Affion Crockett, J.B. Smoove, Andrew Daly, Alanna Ubach",United States,2020-02-21 00:00:00,2013,R,86 min,"Comedies, Horror Movies",Comedies
s6041,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,2019-09-17 00:00:00,2019,TV-14,80 min,"Horror Movies, Independent Movies",Horror Movies
s6042,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",United States,2019-11-04 00:00:00,2011,TV-G,92 min,"Children & Family Movies, Comedies, Romantic Movies",Children & Family Movies
s6043,A Kind of Murder,Andy Goddard,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",United States,2017-05-01 00:00:00,2016,R,96 min,Thrillers,Thrillers
s6044,A Leaf of Faith,Chris Bell,Unknown,United States,2018-08-27 00:00:00,2018,TV-MA,87 min,Documentaries,Documentaries
s6046,A Mission in an Old Movie,Ahmad El-Badri,"Edward, Fifi Abdo, Lotfy Labib, Madeleine Matar, Nahla Zaki, Ahmed Fathy, Said Tarabeek, Badriya Tolba, Eman El-Sayed",Unknown,2019-04-25 00:00:00,2012,TV-MA,98 min,Comedies,Comedies
s6047,A Most Violent Year,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Christopher Abbott, Peter Gerety, Alessandro Nivola",United Arab Emirates,2018-07-22 00:00:00,2014,R,125 min,"Dramas, Thrillers",Dramas
s6048,A Murder in the Park,"Christopher S. Rech, Brandon Kimber",Unknown,United States,2017-04-28 00:00:00,2014,PG-13,91 min,Documentaries,Documentaries
s6049,A new Capitalism,Unknown,Unknown,Brazil,2018-06-12 00:00:00,2017,TV-14,76 min,Documentaries,Documentaries
s6050,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",United States,2019-12-01 00:00:00,1998,PG-13,82 min,"Comedies, Cult Movies",Comedies
s6051,A Noble Intention,Joram Lürsen,"Gijs Scholten van Aschat, Jacob Derwig, Rifka Lodeizen, Juda Goslinga, Zeb Troostwijk, Elisabeth Hesemans, Joosje Duk",Netherlands,2016-09-01 00:00:00,2015,TV-MA,111 min,Dramas,Dramas
s6052,A Patch of Fog,Michael Lennox,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",United Kingdom,2017-04-15 00:00:00,2015,TV-MA,92 min,"Dramas, Thrillers",Dramas
s6053,A Perfect Man,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas",United States,2019-06-06 00:00:00,2013,R,94 min,"Dramas, Independent Movies, Romantic Movies",Dramas
s6054,A Princess for Christmas,Michael Damian,"Katie McGrath, Sir Roger Moore, Sam Heughan, Travis Turner, Leilah de Meza, Miles Richardson, Charlotte Salt",United States,2020-08-28 00:00:00,2011,TV-PG,91 min,"Children & Family Movies, Dramas, Romantic Movies",Children & Family Movies
s6055,A Russell Peters Christmas,Henry Sarwer-Foner,"Russell Peters, Pamela Anderson, Michael Bublé, Jon Lovitz, Scott Thompson, Faizon Love, Goapele, Ted Lange",Canada,2013-11-01 00:00:00,2011,Not Rated,44 min,Stand-Up Comedy,Stand-Up Comedy
s6056,A Scandall,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",India,2017-10-15 00:00:00,2016,TV-MA,108 min,Thrillers,Thrillers
s6057,A Separation,Asghar Farhadi,"Leila Hatami, Peyman Moaadi, Shahab Hosseini, Sareh Bayat, Sarina Farhadi, Babak Karimi, Ali-Asghar Shahbazi, Shirin Yazdanbakhsh, Kimia Hosseini, Merila Zare'i, Sahabanu Zolghadr",Iran,2019-03-16 00:00:00,2011,PG-13,123 min,Dramas,Dramas
s6058,A Serious Man,"Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig",United States,2018-01-16 00:00:00,2009,R,106 min,"Comedies, Independent Movies",Comedies
s6059,A Sort of Homecoming,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",United States,2017-08-01 00:00:00,2015,TV-PG,89 min,"Dramas, Independent Movies",Dramas
s6060,A Tale of Love and Darkness,Natalie Portman,"Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov, Ohad Knoller, Makram Khoury, Neta Riskin, Alexander Peleg, Rotem Keinan, Tomer Kapon",Israel,2019-10-25 00:00:00,2015,PG-13,98 min,Dramas,Dramas
s6061,A Thin Line Between Love & Hate,Martin Lawrence,"Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Daryl Mitchell, Roger Mosley, Malinda Williams, Roger E. Mosley, Simbi Khali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Faizon Love, Miguel A. Núñez Jr., Tracy Morgan",United States,2020-12-01 00:00:00,1996,R,108 min,"Comedies, Romantic Movies",Comedies
s6062,A Thousand Words,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer",United States,2020-07-01 00:00:00,2012,PG-13,92 min,Comedies,Comedies
s6063,A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson",United States,2020-07-01 00:00:00,2002,PG,102 min,"Dramas, Romantic Movies",Dramas
s6064,A Wednesday,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",India,2018-11-01 00:00:00,2008,TV-MA,103 min,"Action & Adventure, Dramas",Action & Adventure
s6065,A Week in Watts,Gregory Caruso,Unknown,United States,2018-02-19 00:00:00,2017,TV-14,91 min,Documentaries,Documentaries
s6066,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",United States,2018-09-25 00:00:00,2018,PG,110 min,Children & Family Movies,Children & Family Movies
s6069,A.M.I.,Rusty Nixon,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",Canada,2020-10-01 00:00:00,2019,TV-MA,77 min,Horror Movies,Horror Movies
s6070,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",United States,2019-03-20 00:00:00,2018,PG,99 min,"Action & Adventure, Children & Family Movies, Independent Movies",Action & Adventure
s6071,Aşk Tesadüfleri Sever,Ömer Faruk Sorak,"Mehmet Günsür, Belçim Bilgin, Ayda Aksel, Altan Erkekli, Sebnem Sönmez, Hüseyin Avni Danyal, Berna Konur, Ümit Bülent Dinçer",Turkey,2018-04-04 00:00:00,2011,TV-MA,122 min,"Dramas, Romantic Movies",Dramas
s6072,Aadu 2,Midhun Manuel Thomas,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",India,2018-05-15 00:00:00,2017,TV-MA,150 min,Comedies,Comedies
s6073,Aajcha Divas Majha,Chandrakant Kulkarni,"Sachin Khedekar, Ashwini Bhave, Mahesh Manjrekar, Hrishikesh Joshi, Satish Alekar, Sunil Tawde, Pushkar Shrotri, Anand Ingle",India,2018-01-01 00:00:00,2013,TV-PG,126 min,"Comedies, Dramas",Comedies
s6074,Aarakshan,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",India,2019-12-31 00:00:00,2011,TV-14,164 min,Dramas,Dramas
s6075,Aashayein,Nagesh Kukunoor,"John Abraham, Sonal Sehgal, Prateeksha Lonkar, Girish Karnad, Farida Jalal, Ashwin Chitale, Anaitha Nair, Vikram Inamdar, Vipin Bhali, Poonam Chitale, Nagesh Kukunoor",India,2017-10-22 00:00:00,2010,TV-14,115 min,Dramas,Dramas
s6076,Aata Pita,Uttung Shelar,"Sanjay Narvekar, Bharat Jadhav, Satish Phulekar, Ashwini Apte",India,2018-01-01 00:00:00,2010,TV-14,133 min,"Comedies, Dramas",Comedies
s6077,Abby Sen,Atanu Ghosh,"Abir Chatterjee, Raima Sen, Arunima Ghosh, Priyanka Sarkar, Sujan Mukherjee, Kanchan Mullick, Biswanath Basu, Bhaswar Chatterjee, Swagata Basu, Tuhin Mitra, Paran Banerjee, Kharaj Mukherjee, Chiranjit",India,2017-05-01 00:00:00,2015,TV-PG,127 min,"Comedies, Dramas",Comedies
s6078,Abdo Mota,Unknown,Mohamed Ramadan,Egypt,2019-04-19 00:00:00,2012,TV-MA,100 min,"Action & Adventure, Dramas",Action & Adventure
s6079,Abhinetri,A. L. Vijay,"Tamannaah Bhatia, Prabhu Deva, Sonu Sood, Sapthagiri, Murli Sharma, R.V. Udhaykumar, Joy Mathew, Hema",India,2018-05-01 00:00:00,2016,TV-14,131 min,"Comedies, Sci-Fi & Fantasy",Comedies
s6081,Abominable Christmas,Chad Van De Keere,"Isabella Acres, Drake Bell, Emilio Estevez, Nolan Gould, Matthew Lillard, Ray Liotta, Jane Lynch, Ariel Winter",United States,2016-02-18 00:00:00,2012,TV-Y7,44 min,"Children & Family Movies, Comedies",Children & Family Movies
s6082,About a Boy,"Chris Weitz, Paul Weitz","Nicholas Hoult, Toni Collette, Victoria Smurfit, Sharon Small, Natalia Tena, Isabel Brook, Hugh Grant, Rachel Weisz, Nicholas Hutchison",United Kingdom,2019-02-01 00:00:00,2002,PG-13,101 min,"Comedies, Dramas",Comedies
s6083,Abzurdah,Daniela Goggi,"Eugenia Suárez, Esteban Lamothe, Gloria Carrá, Rafael Spregelburd, Tomás Ottaviano, Julieta Gullo, Zoe Hochbaum, Lucia Carolina Pecrul",Argentina,2016-08-25 00:00:00,2015,TV-MA,90 min,Dramas,Dramas
s6084,Acapulco La vida va,Alfonso Serrano Maturino,"Patricio Castillo, Sergio Bustamante, Alejandro Suárez, Luz María Jerez, Bob Isaacs, Tere Monroy",Mexico,2017-06-03 00:00:00,2016,TV-MA,89 min,"Comedies, Dramas",Comedies
s6085,Across The Line,Julien Christian Lutz,"Sarah Jeffery, Simon Paul Mutuyimana, Denis Theriault, Jeremiah Sparks, Steven Love, Cara Ricketts, Jim Codrington, Shamier Anderson, Stephan James, Lanette Ware, Hugh Thompson",Canada,2019-04-01 00:00:00,2015,TV-MA,88 min,"Dramas, Sports Movies",Dramas
s6086,Across the Universe,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff",United States,2019-01-01 00:00:00,2007,PG-13,133 min,"Dramas, Music & Musicals, Romantic Movies",Dramas
s6087,Act of Valor,"Mike McCoy, Scott Waugh","Keo Woolford, Drea Castro, Emilio Rivera, Rorke Denver, Jason Cottle, Ailsa Marshall, Alex Veadov, Dave, Roselyn Sanchez, Thomas Rosales Jr., Nestor Serrano, Gonzalo Menendez",United States,2020-06-01 00:00:00,2012,R,110 min,Action & Adventure,Action & Adventure
s6088,Act of Vengeance,Mahsun Kırmızıgül,"Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh",Turkey,2018-09-29 00:00:00,2010,Not Rated,112 min,Action & Adventure,Action & Adventure
s6089,Acts of Violence,Brett Donowho,"Cole Hauser, Bruce Willis, Shawn Ashmore, Ashton Holmes, Melissa Bolona, Patrick St. Esprit, Sophia Bush, Mike Epps",Canada,2020-08-01 00:00:00,2018,R,87 min,Action & Adventure,Action & Adventure
s6091,Addicted to Life,Thierry Donard,"Antoine Bizet, Jesse Richman, Karsten Gefle, Wille Lindberg, Matahi Drollet, Mathias Wyss, Matt Annetts",France,2020-06-12 00:00:00,2014,TV-14,91 min,"Action & Adventure, Documentaries",Action & Adventure
s6092,Adore,Anne Fontaine,"Naomi Watts, Robin Wright, Xavier Samuel, James Frecheville, Ben Mendelsohn, Jessica Tovey, Sophie Lowe, Gary Sweet, Alyson Standen, Skye Sutherland, Sarah Henderson",Australia,2019-11-20 00:00:00,2013,R,111 min,"Dramas, Independent Movies",Dramas
s6093,Adrishya,Sandeep Chatterjee,"Ravi Kumar, Ayesha Singh, Nishat Mallick, Archana Kotwal, Rakesh Chaturvedi Om, Nidhi Mahavan, Abhijit Sinha, Abdur Rehman",India,2019-12-31 00:00:00,2017,TV-14,99 min,"Horror Movies, Independent Movies",Horror Movies
s6094,Adventures in Public School,Kyle Rideout,"Daniel Doheny, Judy Greer, Siobhan Williams, Russell Peters, Grace Park, Andrew McNee, Alex Barima, Andrew Herr, Eva Day, Josh Epstein",Canada,2018-08-15 00:00:00,2018,Not Rated,86 min,Comedies,Comedies
s6096,After Porn Ends,Bryce Wagoner,Unknown,United States,2019-05-27 00:00:00,2012,Not Rated,93 min,Documentaries,Documentaries
s6097,After Porn Ends 3,Brittany Andrews,Unknown,United States,2018-12-30 00:00:00,2018,TV-MA,87 min,Documentaries,Documentaries
s6098,Afterschool,Antonio Campos,"Ezra Miller, Addison Timlin, Jeremy Allen White, Michael Stuhlbarg, Emory Cohen, David Costabile, Rosemarie DeWitt, Dariusz M. Uczkowski, Gary Wilmes, Paul Sparks, Alexandra Neil, Lee Wilkof",United States,2020-08-13 00:00:00,2008,TV-MA,107 min,"Dramas, Independent Movies",Dramas
s6099,Aftershock,Nicolás López,"Eli Roth, Andrea Osvárt, Ariel Levy, Natasha Yarovenko, Nicolás Martínez, Lorenza Izzo, Marcial Tagle, Ramón Llao, Ignacia Allamand, Paz Bascuñán",United States,2018-03-07 00:00:00,2012,R,89 min,"Action & Adventure, Horror Movies",Action & Adventure
s6100,Agatha and the Truth of Murder,Terry Loane,"Ruth Bradley, Pippa Haywood, Dean Andrews, Bebe Cave, Blake Harrison, Tim McInnerny, Ralph Ineson, Michael McElhatton",United Kingdom,2019-01-31 00:00:00,2018,TV-MA,92 min,Dramas,Dramas
s6104,Ahista Ahista,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",India,2019-12-31 00:00:00,2006,TV-14,122 min,"Dramas, Romantic Movies",Dramas
s6105,Ai Weiwei: Never Sorry,Alison Klayman,"Ai Weiwei, Lao Ai",United States,2018-03-01 00:00:00,2012,R,91 min,Documentaries,Documentaries
s6107,Aisa Yeh Jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma",India,2017-10-15 00:00:00,2015,TV-14,127 min,"Dramas, Independent Movies",Dramas
s6108,Aitraaz,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra, Amrish Puri, Paresh Rawal, Annu Kapoor",India,2018-03-01 00:00:00,2004,TV-14,153 min,"Music & Musicals, Romantic Movies",Music & Musicals
s6109,Alarmoty in the Land of Fire,Unknown,Unknown,Egypt,2019-08-05 00:00:00,2017,TV-MA,94 min,Comedies,Comedies
s6110,Albion: The Enchanted Stallion,Castille Landon,"Daniel Sharman, Jennifer Morrison, Debra Messing, Stephen Dorff, John Cleese, Liam McIntyre, Richard Kind, Avery Arendes, Castille Landon",United States,2017-07-01 00:00:00,2016,TV-PG,106 min,Children & Family Movies,Children & Family Movies
s6111,Alejandro Sanz: What I Was Is What I Am,"Gervasio Iglesias, Alexis Morante",Alejandro Sanz,Spain,2018-08-18 00:00:00,2018,TV-MA,102 min,"Documentaries, Music & Musicals",Documentaries
s6112,Alice Doesn't Live Here Anymore,Martin Scorsese,"Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter",United States,2019-07-01 00:00:00,1974,PG,112 min,"Classic Movies, Comedies, Dramas",Classic Movies
s6113,Alien Contact: Outer Space,J. Michael Long,J. Michael Long,United States,2018-01-09 00:00:00,2017,TV-PG,63 min,Documentaries,Documentaries
